timestamp(America/Toronto),score,temp,humid,co2,voc,pm25
2021-04-23 13:35:00,87.0,21.4,30.9,666.6,166.4,2.9
2021-04-23 13:40:00,87.0,21.4,31.1,671.8,175.5,2.7
2021-04-23 13:45:00,87.0,21.5,31.6,698.3,190.6,3.1
2021-04-23 13:50:00,87.0,21.5,32.0,708.2,202.7,3.4
2021-04-23 13:55:00,86.0,21.5,32.4,745.3,214.5,3.6
2021-04-23 14:00:00,86.0,21.5,32.7,791.0,213.6,3.6
2021-04-23 14:05:00,85.5,21.6,32.9,813.5,220.0,3.3
2021-04-23 14:10:00,85.9,21.6,32.7,795.4,224.3,3.2
2021-04-23 14:15:00,86.0,21.6,32.6,774.0,225.9,3.0
2021-04-23 14:20:00,86.0,21.6,32.4,756.7,222.0,3.2
2021-04-23 14:25:00,86.0,21.6,32.3,751.5,217.6,2.9
2021-04-23 14:30:00,86.0,21.6,32.2,743.3,207.7,2.9
2021-04-23 14:35:00,86.4,21.6,32.0,730.9,201.3,2.7
2021-04-23 14:40:00,86.8,21.6,32.0,726.8,200.1,2.8
2021-04-23 14:45:00,86.5,21.7,31.9,732.2,192.6,2.7
2021-04-23 14:50:00,86.0,21.7,31.8,743.4,190.9,2.6
2021-04-23 14:55:00,86.1,21.7,31.7,738.3,187.2,2.6
2021-04-23 15:00:00,86.0,21.7,31.6,740.4,182.2,2.7
2021-04-23 15:05:00,86.1,21.8,31.4,737.2,180.4,2.4
2021-04-23 15:10:00,86.3,21.8,31.3,730.0,179.8,2.5
2021-04-23 15:15:00,87.0,21.9,31.2,718.3,176.9,2.5
2021-04-23 15:20:00,87.0,21.9,31.2,711.8,176.9,2.3
2021-04-23 15:25:00,86.9,22.0,31.2,720.5,176.0,2.3
2021-04-23 15:30:00,87.0,21.9,30.8,707.6,163.4,2.7
2021-04-23 15:35:00,87.0,21.9,30.3,680.3,151.5,2.5
2021-04-23 15:40:00,87.5,21.9,29.8,639.4,135.9,2.5
2021-04-23 15:45:00,88.0,21.9,29.5,609.4,124.2,2.3
2021-04-23 15:50:00,88.5,21.9,29.2,586.1,111.3,2.3
2021-04-23 15:55:00,89.0,21.9,29.0,565.7,102.9,2.6
2021-04-23 16:00:00,89.0,22.1,28.3,548.0,79.3,2.6
2021-04-23 16:05:00,89.8,22.2,27.7,527.2,63.8,2.7
2021-04-23 16:10:00,90.0,22.2,27.0,507.2,49.3,2.6
2021-04-23 16:15:00,90.0,22.3,26.9,489.0,47.0,2.6
2021-04-23 16:20:00,90.0,22.3,27.0,491.0,49.0,2.9
2021-04-23 16:25:00,90.0,22.3,26.9,476.3,48.9,2.7
2021-04-23 16:30:00,90.0,22.4,27.2,476.6,53.5,3.0
2021-04-23 16:35:00,88.7,22.4,28.9,576.9,84.6,2.9
2021-04-23 16:40:00,87.2,22.3,29.3,673.4,93.1,2.7
2021-04-23 16:45:00,87.0,22.3,29.2,692.8,92.5,2.6
2021-04-23 16:50:00,87.1,22.2,29.0,670.1,87.2,2.7
2021-04-23 16:55:00,88.0,22.2,28.3,611.0,79.4,2.7
2021-04-23 17:00:00,89.1,22.2,27.9,547.3,76.0,2.3
2021-04-23 17:05:00,90.0,22.2,27.9,516.6,72.5,2.4
2021-04-23 17:10:00,90.0,22.3,27.9,513.0,77.8,2.5
2021-04-23 17:15:00,90.0,22.3,27.8,508.1,75.9,2.7
2021-04-23 17:20:00,90.0,22.2,27.8,505.0,77.9,2.6
2021-04-23 17:25:00,90.0,22.2,27.6,500.7,75.7,2.6
2021-04-23 17:30:00,90.0,22.3,27.5,494.7,77.3,2.5
2021-04-23 17:35:00,90.0,22.2,27.5,489.2,75.9,2.3
2021-04-23 17:40:00,90.0,22.2,27.4,482.7,73.1,2.4
2021-04-23 17:45:00,90.0,22.2,27.4,477.7,74.0,2.5
